amfi_code,date,nav
102885,2024-12-17,129.4237
102885,2024-12-18,129.8218
102885,2024-12-19,132.4872
102885,2024-12-20,133.1702
102885,2024-12-23,133.4048
102885,2024-12-24,131.9839
102885,2024-12-25,132.8378
102885,2024-12-26,133.859
102885,2024-12-27,134.2715
102885,2024-12-30,134.4664
102885,2024-12-31,137.693
102885,2025-01-01,138.7325
102885,2025-04-01,148.2636
102885,2025-05-01,155.4547
102885,2025-07-01,159.5433
102885,2025-08-01,158.7601
102885,2025-09-01,160.461
102885,2025-10-01,166.4597
102885,2025-12-01,168.1169
102885,2025-01-13,141.1145
102885,2025-01-14,141.4424
102885,2025-01-15,141.6082
102885,2025-01-16,142.8077
102885,2025-01-17,142.1679
102885,2025-01-20,139.9306
102885,2025-01-21,139.6471
102885,2025-01-22,140.1745
102885,2025-01-23,141.3585
102885,2025-01-24,140.6312
102885,2025-01-27,141.3298
102885,2025-01-28,142.7234
102885,2025-01-29,143.6782
102885,2025-01-30,142.8246
102885,2025-01-31,142.101
102885,2025-01-02,140.2208
102885,2025-04-02,149.8148
102885,2025-05-02,154.614
102885,2025-06-02,155.8774
102885,2025-07-02,160.5101
102885,2025-09-02,161.8842
102885,2025-10-02,165.8686
102885,2025-12-02,167.7969
102885,2025-02-13,140.4137
102885,2025-02-14,140.1087
102885,2025-02-17,139.0275
102885,2025-02-18,140.1744
102885,2025-02-19,139.2634
102885,2025-02-20,138.6837
102885,2025-02-21,139.0762
102885,2025-02-24,138.6319
102885,2025-02-25,141.4096
102885,2025-02-26,142.5648
102885,2025-02-27,142.6585
102885,2025-02-28,143.163
102885,2025-01-03,140.37
102885,2025-02-03,142.6817
102885,2025-03-03,140.5004
102885,2025-04-03,150.1353
102885,2025-06-03,153.6536
102885,2025-07-03,160.4971
102885,2025-09-03,162.4638
102885,2025-10-03,163.6622
102885,2025-11-03,169.8463
102885,2025-12-03,168.1022
102885,2025-03-13,145.7038
102885,2025-03-14,146.3231
102885,2025-03-17,146.096
102885,2025-03-18,146.527
102885,2025-03-19,148.2715
102885,2025-03-20,149.3034
102885,2025-03-21,147.9644
102885,2025-03-24,148.7538
102885,2025-03-25,149.3851
102885,2025-03-26,150.8938
102885,2025-03-27,151.0123
102885,2025-03-28,150.6339
102885,2025-03-31,149.0325
102885,2025-02-04,144.6682
102885,2025-03-04,141.998
102885,2025-04-04,150.0901
102885,2025-06-04,156.5636
102885,2025-07-04,161.8891
102885,2025-08-04,157.0246
102885,2025-09-04,163.3639
102885,2025-11-04,170.4642
102885,2025-12-04,168.6747
102885,2025-04-14,152.6053
102885,2025-04-15,153.1114
102885,2025-04-16,154.6396
102885,2025-04-17,155.2029
102885,2025-04-18,154.9723
102885,2025-04-21,154.8422
102885,2025-04-22,158.377
102885,2025-04-23,158.566
102885,2025-04-24,159.4254
102885,2025-04-25,156.8893
102885,2025-04-28,155.9103
102885,2025-04-29,156.6548
102885,2025-04-30,154.677
102885,2025-02-05,144.7596
102885,2025-03-05,142.6681
102885,2025-05-05,153.3896
102885,2025-06-05,154.9654
102885,2025-08-05,158.9809
102885,2025-09-05,161.4828
102885,2025-11-05,170.1504
102885,2025-12-05,170.4617
102885,2025-05-13,156.1842
102885,2025-05-14,155.7776
102885,2025-05-15,157.0871
102885,2025-05-16,158.4693
102885,2025-05-19,159.6603
102885,2025-05-20,158.8637
102885,2025-05-21,157.4184
102885,2025-05-22,155.3312
102885,2025-05-23,154.5793
102885,2025-05-26,154.1939
102885,2025-05-27,153.912
102885,2025-05-28,153.9319
102885,2025-05-29,156.2127
102885,2025-05-30,155.8592
102885,2025-01-06,140.2912
102885,2025-02-06,144.6384
102885,2025-03-06,142.6563
102885,2025-05-06,152.5555
102885,2025-06-06,154.1504
102885,2025-08-06,158.7405
102885,2025-10-06,164.1507
102885,2025-11-06,168.541
102885,2025-06-13,158.6831
102885,2025-06-16,160.1283
102885,2025-06-17,161.7418
102885,2025-06-18,160.9528
102885,2025-06-19,162.3109
102885,2025-06-20,162.0993
102885,2025-06-23,162.0456
102885,2025-06-24,162.3191
102885,2025-06-25,161.8972
102885,2025-06-26,161.4053
102885,2025-06-27,162.7961
102885,2025-06-30,160.8534
102885,2025-01-07,141.0921
102885,2025-02-07,143.0989
102885,2025-03-07,143.3928
102885,2025-04-07,151.7693
102885,2025-05-07,154.5556
102885,2025-07-07,162.4481
102885,2025-08-07,157.127
102885,2025-10-07,165.2686
102885,2025-11-07,168.944
102885,2025-07-14,161.5783
102885,2025-07-15,161.2994
102885,2025-07-16,160.6441
102885,2025-07-17,158.9922
102885,2025-07-18,157.1801
102885,2025-07-21,157.7643
102885,2025-07-22,156.7232
102885,2025-07-23,157.5449
102885,2025-07-24,156.86
102885,2025-07-25,155.2623
102885,2025-07-28,154.8243
102885,2025-07-29,157.5839
102885,2025-07-30,157.5418
102885,2025-07-31,158.459
102885,2025-01-08,141.0117
102885,2025-04-08,153.2086
102885,2025-05-08,155.0581
102885,2025-07-08,160.7664
102885,2025-08-08,156.55
102885,2025-09-08,163.5188
102885,2025-10-08,165.1456
102885,2025-12-08,170.0797
102885,2025-08-13,156.616
102885,2025-08-14,160.0956
102885,2025-08-15,158.9536
102885,2025-08-18,159.8347
102885,2025-08-19,157.3529
102885,2025-08-20,157.2747
102885,2025-08-21,157.8297
102885,2025-08-22,156.47
102885,2025-08-25,158.4844
102885,2025-08-26,159.1314
102885,2025-08-27,158.7999
102885,2025-08-28,159.434
102885,2025-08-29,158.7431
102885,2025-01-09,141.0262
102885,2025-04-09,152.3668
102885,2025-05-09,153.9858
102885,2025-06-09,155.1112
102885,2025-07-09,160.9321
102885,2025-09-09,163.4701
102885,2025-10-09,162.1942
102885,2025-12-09,170.9293
102885,2025-09-15,166.1543
102885,2025-09-16,164.9916
102885,2025-09-17,168.1443
102885,2025-09-18,166.1508
102885,2025-09-19,164.749
102885,2025-09-22,164.8924
102885,2025-09-23,165.0383
102885,2025-09-24,164.3948
102885,2025-09-25,165.3116
102885,2025-09-26,166.6232
102885,2025-09-29,166.6844
102885,2025-09-30,166.4042
102885,2025-01-10,141.6352
102885,2025-02-10,142.7463
102885,2025-03-10,144.2772
102885,2025-04-10,153.9522
102885,2025-06-10,155.5045
102885,2025-07-10,161.7216
102885,2025-09-10,164.9332
102885,2025-10-10,161.5199
102885,2025-11-10,171.3797
102885,2025-12-10,173.5622
102885,2025-10-13,162.8063
102885,2025-10-14,160.983
102885,2025-10-15,161.9866
102885,2025-10-16,161.4801
102885,2025-10-17,161.5386
102885,2025-10-20,160.7166
102885,2025-10-21,159.3111
102885,2025-10-22,161.2765
102885,2025-10-23,162.4414
102885,2025-10-24,163.3856
102885,2025-10-27,164.6907
102885,2025-10-28,165.4554
102885,2025-10-29,166.8257
102885,2025-10-30,166.0068
102885,2025-10-31,167.9769
102885,2025-02-11,141.9859
102885,2025-03-11,143.8603
102885,2025-04-11,151.9537
102885,2025-06-11,157.6925
102885,2025-07-11,162.1154
102885,2025-08-11,156.3665
102885,2025-09-11,166.0347
102885,2025-11-11,169.8458
102885,2025-12-11,174.4673
102885,2025-11-13,170.7839
102885,2025-11-14,170.3327
102885,2025-11-17,168.7879
102885,2025-11-18,167.8376
102885,2025-11-19,168.816
102885,2025-11-20,169.9731
102885,2025-11-21,170.3896
102885,2025-11-24,169.7797
102885,2025-11-25,168.3391
102885,2025-11-26,168.5112
102885,2025-11-27,168.095
102885,2025-11-28,168.4728
102885,2025-02-12,142.0908
102885,2025-03-12,144.3833
102885,2025-05-12,155.0466
102885,2025-06-12,158.7069
102885,2025-08-12,157.4103
102885,2025-09-12,167.4997
102885,2025-11-12,171.3561
102885,2025-12-12,176.2295
102885,2025-12-15,175.4266
102885,2025-12-16,174.4848
102885,2025-12-17,174.3471
102885,2025-12-18,174.3614
102885,2025-12-19,175.988
102885,2025-12-22,175.0297
102885,2025-12-23,174.993
102885,2025-12-24,176.6312
102885,2025-12-25,177.0345
102885,2025-12-26,177.1102
102885,2025-12-29,177.548
102885,2025-12-30,176.0069
102885,2025-12-31,174.456
102885,2026-01-01,172.2905
102885,2026-04-01,180.5041
102885,2026-05-01,187.1483
102885,2026-01-13,181.7829
102885,2026-01-14,180.8355
102885,2026-01-15,179.1911
102885,2026-01-16,178.7867
102885,2026-01-19,178.2126
102885,2026-01-20,178.3751
102885,2026-01-21,177.2291
102885,2026-01-22,177.8583
102885,2026-01-23,177.1227
102885,2026-01-26,179.0055
102885,2026-01-27,177.3543
102885,2026-01-28,177.2433
102885,2026-01-29,176.8491
102885,2026-01-30,177.2752
102885,2026-01-02,172.6714
102885,2026-02-02,178.7178
102885,2026-03-02,179.1823
102885,2026-04-02,177.5485
102885,2026-02-13,180.9972
102885,2026-02-16,181.6494
102885,2026-02-17,181.3096
102885,2026-02-18,180.9756
102885,2026-02-19,181.6258
102885,2026-02-20,182.3122
102885,2026-02-23,183.1053
102885,2026-02-24,182.0151
102885,2026-02-25,180.0068
102885,2026-02-26,181.29
102885,2026-02-27,180.2841
102885,2026-02-03,179.2003
102885,2026-03-03,177.9558
102885,2026-04-03,178.9549
102885,2026-03-13,180.2836
102885,2026-03-16,178.6994
102885,2026-03-17,179.4101
102885,2026-03-18,180.2487
102885,2026-03-19,179.6451
102885,2026-03-20,179.396
102885,2026-03-23,181.3622
102885,2026-03-24,180.4268
102885,2026-03-25,180.9571
102885,2026-03-26,180.0367
102885,2026-03-27,181.7535
102885,2026-03-30,182.7856
102885,2026-03-31,180.7968
102885,2026-02-04,179.104
102885,2026-03-04,179.7338
102885,2026-05-04,186.2692
102885,2026-04-13,176.8508
102885,2026-04-14,174.4421
102885,2026-04-15,174.995
102885,2026-04-16,176.3625
102885,2026-04-17,180.6158
102885,2026-04-20,182.654
102885,2026-04-21,180.8149
102885,2026-04-22,180.8906
102885,2026-04-23,181.8636
102885,2026-04-24,180.9347
102885,2026-04-27,182.1881
102885,2026-04-28,183.3352
102885,2026-04-29,185.2979
102885,2026-04-30,186.6155
102885,2026-01-05,174.0654
102885,2026-02-05,180.2137
102885,2026-03-05,180.1391
102885,2026-05-05,184.4023
102885,2026-05-13,186.1339
102885,2026-05-14,185.9092
102885,2026-05-15,185.3465
102885,2026-05-18,185.921
102885,2026-05-19,182.5964
102885,2026-05-20,180.5181
102885,2026-05-21,180.4376
102885,2026-05-22,181.6966
102885,2026-05-25,181.9025
102885,2026-05-26,182.9999
102885,2026-05-27,183.3905
102885,2026-05-28,185.4129
102885,2026-05-29,187.7797
102885,2026-01-06,175.2506
102885,2026-02-06,181.5558
102885,2026-03-06,180.7383
102885,2026-04-06,182.0745
102885,2026-05-06,184.8286
102885,2026-01-07,176.9908
102885,2026-04-07,178.9445
102885,2026-05-07,184.3135
102885,2026-01-08,179.2036
102885,2026-04-08,176.9566
102885,2026-05-08,183.9452
102885,2026-01-09,179.5086
102885,2026-02-09,182.0504
102885,2026-03-09,181.8556
102885,2026-04-09,177.2907
102885,2026-02-10,182.7234
102885,2026-03-10,181.8863
102885,2026-04-10,177.3553
102885,2026-02-11,183.7884
102885,2026-03-11,183.4956
102885,2026-05-11,185.7386
102885,2026-01-12,179.5062
102885,2026-02-12,181.4243
102885,2026-03-12,181.7998
102885,2026-05-12,187.9295
102886,2022-02-01,124.702
102886,2022-03-01,132.2117
102886,2022-04-01,128.1511
102886,2022-06-01,128.6478
102886,2022-07-01,130.2306
102886,2022-08-01,126.1475
102886,2022-09-01,122.009
102886,2022-11-01,124.1008
102886,2022-12-01,116.853
102886,2022-01-13,121.9075
102886,2022-01-14,122.2902
102886,2022-01-17,123.1684
102886,2022-01-18,124.0206
102886,2022-01-19,123.7548
102886,2022-01-20,123.4793
102886,2022-01-21,122.1352
102886,2022-01-24,121.1963
102886,2022-01-25,121.1957
102886,2022-01-26,121.5638
102886,2022-01-27,122.6851
102886,2022-01-28,123.6658
102886,2022-01-31,126.0772
102886,2022-02-02,124.4392
102886,2022-03-02,134.1043
102886,2022-05-02,127.0399
102886,2022-06-02,126.8938
102886,2022-08-02,126.6926
102886,2022-09-02,120.5217
102886,2022-11-02,123.8296
102886,2022-12-02,117.2328
102886,2022-02-14,130.0635
102886,2022-02-15,129.6583
102886,2022-02-16,129.0683
102886,2022-02-17,128.9277
102886,2022-02-18,131.8628
102886,2022-02-21,130.3166
102886,2022-02-22,130.7243
102886,2022-02-23,131.931
102886,2022-02-24,131.5714
102886,2022-02-25,132.3175
102886,2022-02-28,130.0437
102886,2022-01-03,119.2905
102886,2022-02-03,123.2107
102886,2022-03-03,134.0368
102886,2022-05-03,129.2529
102886,2022-06-03,127.0121
102886,2022-08-03,125.6257
102886,2022-10-03,123.4558
102886,2022-11-03,125.9272
102886,2022-03-14,134.4543
102886,2022-03-15,133.5072
102886,2022-03-16,130.9345
102886,2022-03-17,131.088
102886,2022-03-18,131.5718
102886,2022-03-21,131.5459
102886,2022-03-22,134.5117
102886,2022-03-23,134.3901
102886,2022-03-24,130.8572
102886,2022-03-25,130.309
102886,2022-03-28,131.1084
102886,2022-03-29,131.8059
102886,2022-03-30,131.6162
102886,2022-03-31,131.1666
102886,2022-01-04,120.6402
102886,2022-02-04,125.1932
102886,2022-03-04,132.7222
102886,2022-04-04,128.3693
102886,2022-05-04,128.4322
102886,2022-07-04,132.7718
102886,2022-08-04,124.5682
102886,2022-10-04,122.1957
102886,2022-11-04,123.8091
102886,2022-04-13,127.1673
102886,2022-04-14,126.1377
102886,2022-04-15,124.982
102886,2022-04-18,127.248
102886,2022-04-19,127.5603
102886,2022-04-20,130.6956
102886,2022-04-21,130.779
102886,2022-04-22,129.0445
102886,2022-04-25,127.8885
102886,2022-04-26,129.5537
102886,2022-04-27,127.8936
102886,2022-04-28,128.8373
102886,2022-04-29,128.375
102886,2022-01-05,121.458
102886,2022-04-05,127.9363
102886,2022-05-05,127.2521
102886,2022-07-05,132.313
102886,2022-08-05,125.7176
102886,2022-09-05,120.6372
102886,2022-10-05,123.5858
102886,2022-12-05,116.451
102886,2022-05-13,130.2732
102886,2022-05-16,127.248
102886,2022-05-17,127.5434
102886,2022-05-18,126.4934
102886,2022-05-19,126.7122
102886,2022-05-20,123.8484
102886,2022-05-23,123.8923
102886,2022-05-24,126.5223
102886,2022-05-25,126.6898
102886,2022-05-26,125.6052
102886,2022-05-27,125.6592
102886,2022-05-30,125.6473
102886,2022-05-31,129.0742
102886,2022-01-06,125.2386
102886,2022-04-06,128.4052
102886,2022-05-06,127.2178
102886,2022-06-06,127.3956
102886,2022-07-06,134.7705
102886,2022-09-06,122.0787
102886,2022-10-06,124.8818
102886,2022-12-06,117.8688
102886,2022-06-13,130.9093
102886,2022-06-14,128.1226
102886,2022-06-15,129.2284
102886,2022-06-16,127.9495
102886,2022-06-17,129.4097
102886,2022-06-20,128.7373
102886,2022-06-21,131.5131
102886,2022-06-22,129.3631
102886,2022-06-23,131.0451
102886,2022-06-24,132.5598
102886,2022-06-27,133.4879
102886,2022-06-28,131.8036
102886,2022-06-29,132.7337
102886,2022-06-30,133.0252
102886,2022-01-07,124.1321
102886,2022-02-07,124.5265
102886,2022-03-07,134.0781
102886,2022-04-07,129.2496
102886,2022-06-07,128.3424
102886,2022-07-07,134.7523
102886,2022-09-07,122.3061
102886,2022-10-07,123.4775
102886,2022-11-07,124.5254
102886,2022-12-07,118.5513
102886,2022-07-13,135.8968
102886,2022-07-14,135.4628
102886,2022-07-15,134.1513
102886,2022-07-18,129.4036
102886,2022-07-19,128.1868
102886,2022-07-20,129.3533
102886,2022-07-21,127.2969
102886,2022-07-22,125.5842
102886,2022-07-25,123.5292
102886,2022-07-26,123.922
102886,2022-07-27,122.6867
102886,2022-07-28,124.5758
102886,2022-07-29,125.7608
102886,2022-02-08,126.3452
102886,2022-03-08,132.3375
102886,2022-04-08,131.2724
102886,2022-06-08,129.596
102886,2022-07-08,136.438
102886,2022-08-08,127.1853
102886,2022-09-08,121.865
102886,2022-11-08,124.2457
102886,2022-12-08,117.7028
102886,2022-08-15,127.1224
102886,2022-08-16,124.2565
102886,2022-08-17,121.1029
102886,2022-08-18,118.3113
102886,2022-08-19,115.3935
102886,2022-08-22,117.3624
102886,2022-08-23,118.5528
102886,2022-08-24,116.943
102886,2022-08-25,116.8737
102886,2022-08-26,119.0224
102886,2022-08-29,119.8179
102886,2022-08-30,122.9718
102886,2022-08-31,122.8866
102886,2022-02-09,128.6481
102886,2022-03-09,130.844
102886,2022-05-09,126.5316
102886,2022-06-09,132.7546
102886,2022-08-09,128.3453
102886,2022-09-09,123.7951
102886,2022-11-09,126.626
102886,2022-12-09,119.2583
102886,2022-09-13,124.5802
102886,2022-09-14,123.5257
102886,2022-09-15,123.2332
102886,2022-09-16,124.016
102886,2022-09-19,122.9461
102886,2022-09-20,121.2258
102886,2022-09-21,120.6125
102886,2022-09-22,120.6228
102886,2022-09-23,122.6899
102886,2022-09-26,121.0798
102886,2022-09-27,121.4908
102886,2022-09-28,121.1696
102886,2022-09-29,120.921
102886,2022-09-30,123.2527
102886,2022-01-10,124.0425
102886,2022-02-10,129.3735
102886,2022-03-10,130.8484
102886,2022-05-10,130.0186
102886,2022-06-10,131.9004
102886,2022-08-10,127.7106
102886,2022-10-10,121.8092
102886,2022-11-10,125.4611
102886,2022-10-13,121.9201
102886,2022-10-14,123.5546
102886,2022-10-17,122.7646
102886,2022-10-18,123.4689
102886,2022-10-19,125.3015
102886,2022-10-20,124.8782
102886,2022-10-21,122.2565
102886,2022-10-24,121.7502
102886,2022-10-25,122.1087
102886,2022-10-26,123.6668
102886,2022-10-27,122.9807
102886,2022-10-28,125.6281
102886,2022-10-31,123.7737
102886,2022-01-11,122.602
102886,2022-02-11,129.9157
102886,2022-03-11,133.3374
102886,2022-04-11,129.8671
102886,2022-05-11,131.7681
102886,2022-07-11,135.1327
102886,2022-08-11,127.1996
102886,2022-10-11,122.4918
102886,2022-11-11,126.1714
102886,2022-11-14,124.9962
102886,2022-11-15,125.3624
102886,2022-11-16,124.8937
102886,2022-11-17,124.403
102886,2022-11-18,121.5607
102886,2022-11-21,122.2478
102886,2022-11-22,120.756
102886,2022-11-23,119.2332
102886,2022-11-24,117.1132
102886,2022-11-25,115.7202
102886,2022-11-28,116.4941
102886,2022-11-29,117.2039
102886,2022-11-30,118.2184
102886,2022-01-12,121.2644
102886,2022-04-12,127.9576
102886,2022-05-12,130.9281
102886,2022-07-12,135.5714
102886,2022-08-12,125.8739
102886,2022-09-12,124.6653
102886,2022-10-12,122.5261
102886,2022-12-12,120.0657
102886,2022-12-13,118.1686
102886,2022-12-14,115.9062
102886,2022-12-15,114.1285
102886,2022-12-16,116.4822
102886,2022-12-19,115.1527
102886,2022-12-20,117.8472
102886,2022-12-21,116.4299
102886,2022-12-22,114.883
102886,2022-12-23,116.1777
102886,2022-12-26,117.551
102886,2022-12-27,118.4155
102886,2022-12-28,119.4582
102886,2022-12-29,118.3974
102886,2022-12-30,119.6645
102886,2023-02-01,126.8957
102886,2023-03-01,127.4193
102886,2023-05-01,122.442
102886,2023-06-01,130.8202
102886,2023-08-01,134.8349
102886,2023-09-01,132.4124
102886,2023-11-01,123.8273
102886,2023-12-01,122.7973
102886,2023-01-13,121.4991
102886,2023-01-16,121.7452
102886,2023-01-17,118.975
102886,2023-01-18,118.4843
102886,2023-01-19,118.0503
102886,2023-01-20,117.9057
102886,2023-01-23,117.245
102886,2023-01-24,118.2587
102886,2023-01-25,117.198
102886,2023-01-26,118.5615
102886,2023-01-27,119.5191
102886,2023-01-30,121.5631
102886,2023-01-31,124.1958
102886,2023-01-02,120.0897
102886,2023-02-02,125.1921
102886,2023-03-02,124.9565
102886,2023-05-02,122.3611
102886,2023-06-02,129.2421
102886,2023-08-02,132.2642
102886,2023-10-02,130.5609
102886,2023-11-02,124.901
102886,2023-02-13,129.9735
102886,2023-02-14,128.8472
102886,2023-02-15,127.8804
102886,2023-02-16,127.3706
102886,2023-02-17,128.0063
102886,2023-02-20,128.8636
102886,2023-02-21,124.9586
102886,2023-02-22,124.6888
102886,2023-02-23,124.0495
102886,2023-02-24,126.2021
102886,2023-02-27,127.1856
102886,2023-02-28,126.9929
102886,2023-01-03,119.6465
102886,2023-02-03,125.7937
102886,2023-03-03,126.0345
102886,2023-04-03,128.9625
102886,2023-05-03,123.5396
102886,2023-07-03,126.1433
102886,2023-08-03,131.3054
102886,2023-10-03,130.6118
102886,2023-11-03,123.1679
102886,2023-03-13,125.2125
102886,2023-03-14,125.8469
102886,2023-03-15,126.3669
102886,2023-03-16,126.4968
102886,2023-03-17,124.772
102886,2023-03-20,123.2889
102886,2023-03-21,122.272
102886,2023-03-22,122.0676
102886,2023-03-23,122.0896
102886,2023-03-24,121.9383
102886,2023-03-27,121.8539
102886,2023-03-28,124.7128
102886,2023-03-29,126.072
102886,2023-03-30,127.964
102886,2023-03-31,128.7639
102886,2023-01-04,119.8629
102886,2023-04-04,129.6843
102886,2023-05-04,122.2491
102886,2023-07-04,128.9488
102886,2023-08-04,133.0267
102886,2023-09-04,130.9027
102886,2023-10-04,131.6766
102886,2023-12-04,123.6102
102886,2023-04-13,129.1014
102886,2023-04-14,127.1845
102886,2023-04-17,126.458
102886,2023-04-18,126.3025
102886,2023-04-19,124.1283
102886,2023-04-20,124.1322
102886,2023-04-21,124.3178
102886,2023-04-24,125.5311
102886,2023-04-25,124.9354
102886,2023-04-26,125.4311
102886,2023-04-27,125.3725
102886,2023-04-28,124.8306
102886,2023-01-05,121.4761
102886,2023-04-05,130.123
102886,2023-05-05,122.0131
102886,2023-06-05,131.5893
102886,2023-07-05,132.5032
102886,2023-09-05,133.0598
102886,2023-10-05,131.3149
102886,2023-12-05,123.2539
102886,2023-05-15,123.7595
102886,2023-05-16,122.1728
102886,2023-05-17,121.8388
102886,2023-05-18,122.4964
102886,2023-05-19,122.7598
102886,2023-05-22,125.0373
102886,2023-05-23,126.5462
102886,2023-05-24,128.5259
102886,2023-05-25,125.522
102886,2023-05-26,128.0036
102886,2023-05-29,128.4997
102886,2023-05-30,129.2173
102886,2023-05-31,130.6986
102886,2023-01-06,122.1296
102886,2023-02-06,124.8018
102886,2023-03-06,125.5239
102886,2023-04-06,131.4762
102886,2023-06-06,130.4729
102886,2023-07-06,133.3836
102886,2023-09-06,130.0969
102886,2023-10-06,129.517
102886,2023-11-06,123.6522
102886,2023-12-06,125.8385
102886,2023-06-13,128.2763
102886,2023-06-14,130.4493
102886,2023-06-15,131.257
102886,2023-06-16,130.0039
102886,2023-06-19,128.9746
102886,2023-06-20,128.4634
102886,2023-06-21,127.9603
102886,2023-06-22,127.2602
102886,2023-06-23,125.6778
102886,2023-06-26,126.2005
102886,2023-06-27,125.5989
102886,2023-06-28,124.26
102886,2023-06-29,125.0685
102886,2023-06-30,126.4294
102886,2023-02-07,129.8868
102886,2023-03-07,124.4007
102886,2023-04-07,130.0383
102886,2023-06-07,129.0297
102886,2023-07-07,132.7267
102886,2023-08-07,134.0449
102886,2023-09-07,130.2123
102886,2023-11-07,121.107
102886,2023-12-07,126.694
102886,2023-07-13,127.6101
102886,2023-07-14,126.7393
102886,2023-07-17,124.9677
102886,2023-07-18,125.9895
102886,2023-07-19,124.9491
102886,2023-07-20,125.4481
102886,2023-07-21,126.6615
102886,2023-07-24,128.5365
102886,2023-07-25,128.0803
102886,2023-07-26,128.6441
102886,2023-07-27,129.2597
102886,2023-07-28,131.3314
102886,2023-07-31,132.6583
102886,2023-02-08,130.9332
102886,2023-03-08,126.4582
102886,2023-05-08,121.9925
102886,2023-06-08,128.7552
102886,2023-08-08,133.9348
102886,2023-09-08,130.6832
102886,2023-11-08,120.8172
102886,2023-12-08,128.201
102886,2023-08-14,132.9011
102886,2023-08-15,133.1352
102886,2023-08-16,132.4479
102886,2023-08-17,133.3367
102886,2023-08-18,132.8116
102886,2023-08-21,132.9474
102886,2023-08-22,132.9635
102886,2023-08-23,134.2442
102886,2023-08-24,134.5909
102886,2023-08-25,131.6392
102886,2023-08-28,129.5514
102886,2023-08-29,127.9674
102886,2023-08-30,128.7554
102886,2023-08-31,129.7039
102886,2023-01-09,119.0961
102886,2023-02-09,133.2616
102886,2023-03-09,126.9586
102886,2023-05-09,123.6963
102886,2023-06-09,128.2482
102886,2023-08-09,133.2669
102886,2023-10-09,128.3849
102886,2023-11-09,120.4313
102886,2023-09-13,131.0261
102886,2023-09-14,129.1904
102886,2023-09-15,130.6232
102886,2023-09-18,131.1027
102886,2023-09-19,131.7612
102886,2023-09-20,131.4106
102886,2023-09-21,130.984
102886,2023-09-22,131.8982
102886,2023-09-25,134.523
102886,2023-09-26,132.387
102886,2023-09-27,130.2063
102886,2023-09-28,130.71
102886,2023-09-29,130.2792
102886,2023-01-10,120.4545
102886,2023-02-10,134.0482
102886,2023-03-10,126.0365
102886,2023-04-10,131.2597
102886,2023-05-10,123.8244
102886,2023-07-10,133.2445
102886,2023-08-10,134.6216
102886,2023-10-10,128.2251
102886,2023-11-10,120.1825
102886,2023-10-13,126.6056
102886,2023-10-16,126.1496
102886,2023-10-17,126.5513
102886,2023-10-18,124.2134
102886,2023-10-19,122.8872
102886,2023-10-20,121.2998
102886,2023-10-23,122.6666
102886,2023-10-24,126.1848
102886,2023-10-25,124.9457
102886,2023-10-26,124.6785
102886,2023-10-27,123.7314
102886,2023-10-30,124.1432
102886,2023-10-31,123.3256
102886,2023-01-11,121.7168
102886,2023-04-11,131.6112
102886,2023-05-11,124.3359
102886,2023-07-11,131.3947
102886,2023-08-11,131.5582
102886,2023-09-11,131.1501
102886,2023-10-11,126.3987
102886,2023-12-11,127.9493
102886,2023-11-13,119.8153
102886,2023-11-14,119.188
102886,2023-11-15,118.8896
102886,2023-11-16,119.3094
102886,2023-11-17,119.771
102886,2023-11-20,120.0172
102886,2023-11-21,119.2765
102886,2023-11-22,120.9104
102886,2023-11-23,123.2212
102886,2023-11-24,121.4174
102886,2023-11-27,121.7385
102886,2023-11-28,121.14
102886,2023-11-29,122.5721
102886,2023-11-30,122.6364
102886,2023-01-12,121.2476
102886,2023-04-12,128.8821
102886,2023-05-12,124.4069
102886,2023-06-12,128.3406
102886,2023-07-12,130.1184
102886,2023-09-12,130.7531
102886,2023-10-12,126.4282
102886,2023-12-12,127.8475
102886,2023-12-13,129.1827
102886,2023-12-14,130.3749
102886,2023-12-15,128.5276
102886,2023-12-18,128.8109
102886,2023-12-19,129.6309
102886,2023-12-20,129.5163
102886,2023-12-21,130.1928
102886,2023-12-22,130.1435
102886,2023-12-25,126.776
102886,2023-12-26,124.8866
102886,2023-12-27,126.4378
102886,2023-12-28,126.1536
102886,2023-12-29,126.5256
102886,2024-01-01,126.6055
102886,2024-02-01,133.9286
102886,2024-03-01,139.6069
102886,2024-04-01,148.8317
102886,2024-05-01,143.7186
102886,2024-07-01,141.7066
102886,2024-08-01,143.3762
102886,2024-10-01,155.6624
102886,2024-11-01,153.1049
102886,2024-01-15,131.5778
102886,2024-01-16,131.4684
102886,2024-01-17,131.5482
102886,2024-01-18,130.6597
102886,2024-01-19,132.17
102886,2024-01-22,130.9321
102886,2024-01-23,131.5193
102886,2024-01-24,132.8041
102886,2024-01-25,135.1138
102886,2024-01-26,136.7867
102886,2024-01-29,137.82
102886,2024-01-30,136.8643
102886,2024-01-31,135.6747
102886,2024-01-02,125.4456
102886,2024-02-02,132.0537
102886,2024-04-02,145.9617
102886,2024-05-02,142.0356
102886,2024-07-02,142.4203
102886,2024-08-02,141.3438
102886,2024-09-02,156.6153
102886,2024-10-02,158.0367
102886,2024-12-02,160.046
102886,2024-02-13,130.0332
102886,2024-02-14,131.8288
102886,2024-02-15,133.0204
102886,2024-02-16,134.4078
102886,2024-02-19,135.4596
102886,2024-02-20,134.3245
102886,2024-02-21,133.2298
102886,2024-02-22,134.0429
